                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.77426,                0.40603,                0.88102,                0.84517,                0.67992,                0.79776,                0.55004,                0.68061,                0.35121,                0.89771,               0.007525,               0.007525,               0.007525
                     52,                0.75989,                0.40427,                0.88166,                0.87112,                0.65868,                0.79168,                0.54119,                0.69563,                0.36433,                0.89819,              0.0074755,              0.0074755,              0.0074755
                     53,                0.75961,                0.39976,                 0.8766,                0.85552,                0.68172,                0.80248,                0.55601,                0.69695,                0.35978,                0.90075,               0.007426,               0.007426,               0.007426
                     54,                0.75785,                0.39956,                0.88019,                0.89095,                0.67409,                0.80475,                 0.5565,                0.68653,                0.34241,                0.89192,              0.0073765,              0.0073765,              0.0073765
                     55,                0.75605,                0.39832,                0.88093,                0.86581,                0.68443,                0.80679,                0.55859,                0.69134,                0.34978,                0.89216,               0.007327,               0.007327,               0.007327
                     56,                0.75075,                0.39446,                 0.8773,                 0.8618,                0.67204,                0.79708,                0.54808,                0.68614,                0.35209,                0.90089,              0.0072775,              0.0072775,              0.0072775
                     57,                0.75016,                0.39554,                0.87738,                0.85742,                 0.6669,                0.79714,                0.54756,                 0.6837,                 0.3451,                0.89079,               0.007228,               0.007228,               0.007228
                     58,                0.75971,                0.39989,                0.88087,                0.86792,                0.67455,                 0.8009,                0.55427,                0.67803,                0.35673,                0.88696,              0.0071785,              0.0071785,              0.0071785
                     59,                0.74462,                0.39179,                 0.8748,                0.84842,                 0.6613,                0.78725,                0.53393,                0.69602,                0.34739,                0.89612,               0.007129,               0.007129,               0.007129
                     60,                0.74286,                0.39223,                0.87606,                 0.8643,                0.70263,                0.81473,                0.56352,                0.68207,                0.34355,                0.89028,              0.0070795,              0.0070795,              0.0070795
                     61,                0.74173,                0.38742,                0.87347,                0.86585,                0.67523,                0.80019,                0.54752,                0.69023,                0.34695,                0.89112,                0.00703,                0.00703,                0.00703
                     62,                0.73418,                 0.3855,                0.87142,                0.86394,                 0.6947,                0.80939,                0.55879,                0.65567,                0.34106,                0.88493,              0.0069805,              0.0069805,              0.0069805
                     63,                0.72899,                0.38277,                0.86902,                0.86487,                0.68764,                 0.8082,                0.55434,                0.66266,                0.34018,                 0.8874,               0.006931,               0.006931,               0.006931
                     64,                0.72006,                0.37916,                0.86856,                0.87872,                0.69411,                0.81484,                0.56114,                  0.669,                0.33043,                0.88867,              0.0068815,              0.0068815,              0.0068815
                     65,                 0.7235,                0.37923,                0.87009,                0.87913,                0.68187,                0.80527,                0.56083,                0.65172,                0.32471,                0.88215,               0.006832,               0.006832,               0.006832
                     66,                 0.7201,                0.37929,                0.87196,                0.87973,                 0.6824,                0.80725,                0.56362,                0.69725,                0.32846,                0.89339,              0.0067825,              0.0067825,              0.0067825
                     67,                0.71794,                0.37526,                0.86694,                0.87252,                0.69018,                0.81022,                0.56535,                0.66556,                0.34025,                0.88443,               0.006733,               0.006733,               0.006733
                     68,                0.70842,                 0.3752,                0.86704,                0.87288,                0.69107,                0.80938,                0.55954,                0.66263,                0.33069,                0.88099,              0.0066835,              0.0066835,              0.0066835
                     69,                0.71206,                0.37685,                0.86807,                0.87594,                0.70287,                 0.8195,                0.56395,                0.64262,                0.32603,                 0.8797,               0.006634,               0.006634,               0.006634
                     70,                0.70861,                0.37349,                0.86776,                0.87961,                0.68938,                0.81187,                0.56223,                0.66685,                0.31848,                0.88326,              0.0065845,              0.0065845,              0.0065845
                     71,                0.70636,                0.36939,                0.86343,                 0.8683,                0.68479,                0.80624,                0.56754,                0.64776,                0.31794,                0.87797,               0.006535,               0.006535,               0.006535
                     72,                0.71244,                0.37423,                0.86773,                0.88693,                0.67894,                0.81248,                  0.563,                0.67206,                0.32857,                0.88682,              0.0064855,              0.0064855,              0.0064855
                     73,                0.70826,                0.37136,                0.86685,                0.88245,                0.68028,                0.80672,                 0.5637,                0.65899,                0.34087,                0.88129,               0.006436,               0.006436,               0.006436
                     74,                0.70611,                0.37274,                0.86712,                0.87626,                0.68686,                0.80826,                0.56702,                0.64605,                0.32415,                0.88083,              0.0063865,              0.0063865,              0.0063865
                     75,                0.69601,                0.36725,                0.86203,                0.86902,                0.69681,                0.81329,                0.57389,                0.64735,                 0.3257,                0.87567,               0.006337,               0.006337,               0.006337
                     76,                0.69988,                0.36876,                0.86678,                 0.8936,                 0.6775,                0.80823,                0.57177,                0.62241,                0.31544,                0.87793,              0.0062875,              0.0062875,              0.0062875
                     77,                0.69228,                0.36517,                 0.8648,                0.88607,                0.67982,                0.80951,                0.57796,                0.63474,                0.32493,                 0.8766,               0.006238,               0.006238,               0.006238
                     78,                0.69447,                0.36533,                0.86404,                0.87537,                0.69114,                0.81394,                0.57389,                0.64746,                0.31892,                0.87602,              0.0061885,              0.0061885,              0.0061885
                     79,                0.69411,                0.36603,                0.86233,                0.88754,                0.69048,                0.81694,                0.57522,                0.65299,                 0.3227,                0.87813,               0.006139,               0.006139,               0.006139
                     80,                0.68191,                0.35893,                0.86104,                0.88311,                0.69953,                0.81822,                0.57006,                0.64763,                0.32871,                0.87749,              0.0060895,              0.0060895,              0.0060895
                     81,                0.68969,                0.36052,                0.86102,                0.90668,                0.68544,                0.81652,                0.58107,                0.64568,                0.32727,                0.87634,                0.00604,                0.00604,                0.00604
                     82,                0.68168,                0.35679,                0.85841,                0.87922,                0.69684,                0.81644,                0.57506,                0.63547,                0.31992,                0.87711,              0.0059905,              0.0059905,              0.0059905
                     83,                0.67982,                0.35719,                0.85835,                0.90144,                0.67944,                0.81632,                0.57934,                0.64516,                0.31592,                0.87676,               0.005941,               0.005941,               0.005941
                     84,                0.68138,                0.35707,                0.86198,                0.88002,                0.70216,                0.81905,                0.57735,                0.62062,                0.30626,                 0.8692,              0.0058915,              0.0058915,              0.0058915
                     85,                0.67218,                0.35502,                0.85983,                0.87336,                0.70362,                0.81818,                0.57523,                0.61908,                0.30885,                0.87246,               0.005842,               0.005842,               0.005842
                     86,                0.67564,                0.35592,                0.85846,                0.86356,                0.69755,                0.81557,                0.57355,                 0.6247,                0.31627,                0.87397,              0.0057925,              0.0057925,              0.0057925
                     87,                0.67472,                0.35503,                0.85871,                0.88993,                0.69926,                0.82093,                0.57584,                0.63069,                0.31605,                0.87554,               0.005743,               0.005743,               0.005743
                     88,                 0.6714,                0.35401,                0.85769,                0.88856,                0.70511,                0.82248,                0.58039,                0.61905,                0.30868,                0.87279,              0.0056935,              0.0056935,              0.0056935
                     89,                0.66286,                0.34882,                0.85491,                0.86586,                0.71927,                0.82428,                0.58176,                0.61856,                0.31079,                0.87053,               0.005644,               0.005644,               0.005644
                     90,                0.66397,                0.34871,                0.85435,                0.86264,                 0.7095,                0.81875,                 0.5782,                0.61992,                0.30525,                0.87362,              0.0055945,              0.0055945,              0.0055945
                     91,                0.65639,                0.34734,                0.85675,                0.89112,                0.70421,                  0.823,                0.58576,                0.61754,                0.30892,                0.86903,               0.005545,               0.005545,               0.005545
                     92,                0.65738,                0.34626,                0.85326,                0.87551,                0.70189,                0.81758,                0.57818,                0.62032,                0.30489,                0.87229,              0.0054955,              0.0054955,              0.0054955
                     93,                 0.6605,                0.34526,                0.85279,                0.87723,                0.70979,                0.82182,                0.57972,                0.61734,                0.30552,                0.87319,               0.005446,               0.005446,               0.005446
                     94,                0.65776,                0.34613,                0.85265,                0.86638,                 0.7167,                0.82477,                0.58164,                0.61162,                0.30804,                0.86969,              0.0053965,              0.0053965,              0.0053965
