                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                 0.7629,                0.40066,                0.84385,                0.86979,                 0.6716,                0.80271,                0.55247,                 0.8756,                0.40741,                0.87792,               0.000703,               0.000703,               0.000703
                     62,                0.75727,                0.39773,                0.84344,                0.85805,                0.68946,                0.80849,                0.56144,                0.87537,                0.40657,                0.87795,             0.00069805,             0.00069805,             0.00069805
                     63,                0.74817,                0.39359,                0.84415,                0.83755,                0.68999,                0.80269,                0.54674,                0.87571,                0.40869,                0.87986,              0.0006931,              0.0006931,              0.0006931
                     64,                0.74261,                0.38999,                0.84066,                 0.8489,                0.68277,                0.80284,                0.55661,                0.86839,                0.40363,                0.87798,             0.00068815,             0.00068815,             0.00068815
                     65,                0.74567,                0.39116,                0.84069,                0.87582,                0.67398,                0.80308,                0.55183,                0.87606,                0.40399,                0.87524,              0.0006832,              0.0006832,              0.0006832
                     66,                0.75456,                0.39671,                0.84441,                 0.8796,                 0.6692,                0.80283,                 0.5531,                0.87223,                0.40293,                 0.8776,             0.00067825,             0.00067825,             0.00067825
                     67,                  0.739,                0.39065,                 0.8408,                0.85525,                 0.6876,                0.80662,                0.55841,                0.87156,                0.40744,                 0.8744,              0.0006733,              0.0006733,              0.0006733
                     68,                0.73741,                0.38996,                0.84081,                0.87549,                0.68074,                0.80862,                0.55846,                0.86027,                0.40514,                0.87322,             0.00066835,             0.00066835,             0.00066835
                     69,                0.73868,                0.38975,                0.84179,                0.85675,                0.68423,                0.80493,                0.55864,                 0.8672,                0.40479,                0.87739,              0.0006634,              0.0006634,              0.0006634
                     70,                0.74615,                0.39487,                0.84309,                0.86939,                0.68658,                0.80937,                0.56056,                0.86306,                0.40026,                0.87581,             0.00065845,             0.00065845,             0.00065845
                     71,                0.73413,                0.38606,                0.83908,                0.85918,                0.67905,                0.80211,                0.55383,                0.86785,                0.40219,                0.87629,              0.0006535,              0.0006535,              0.0006535
                     72,                0.73789,                0.38974,                 0.8399,                0.84757,                0.69808,                0.80924,                0.55985,                0.86542,                0.39979,                0.87207,             0.00064855,             0.00064855,             0.00064855
                     73,                0.74148,                0.38983,                0.84049,                0.86422,                 0.6839,                0.80604,                0.56381,                0.85837,                0.39662,                0.87133,              0.0006436,              0.0006436,              0.0006436
                     74,                0.72837,                0.38483,                0.84021,                0.86175,                0.68576,                0.80877,                0.55957,                0.85939,                0.40073,                0.87349,             0.00063865,             0.00063865,             0.00063865
                     75,                0.72575,                0.38275,                0.83913,                0.85945,                0.69479,                0.81033,                0.56535,                0.85113,                0.39574,                0.87197,              0.0006337,              0.0006337,              0.0006337
                     76,                0.73482,                0.38748,                0.83992,                0.86852,                0.68762,                0.81048,                0.56536,                0.85158,                0.39347,                0.86977,             0.00062875,             0.00062875,             0.00062875
                     77,                0.72273,                0.38117,                 0.8377,                0.86882,                 0.6908,                0.81218,                 0.5667,                0.84688,                0.39569,                0.86977,              0.0006238,              0.0006238,              0.0006238
                     78,                 0.7222,                0.37987,                0.83881,                0.87215,                0.68118,                0.80774,                0.56067,                0.84635,                0.39668,                0.87115,             0.00061885,             0.00061885,             0.00061885
                     79,                  0.729,                0.38504,                0.83898,                0.86306,                0.68726,                0.80909,                0.56218,                0.84983,                0.39109,                0.87253,              0.0006139,              0.0006139,              0.0006139
                     80,                0.72105,                0.38308,                0.83945,                 0.8644,                0.69301,                0.81217,                0.56799,                0.84713,                0.39331,                0.87294,             0.00060895,             0.00060895,             0.00060895
                     81,                0.72874,                0.38452,                0.83903,                0.87372,                 0.6823,                 0.8124,                0.56601,                0.84605,                0.39452,                0.87341,               0.000604,               0.000604,               0.000604
                     82,                0.72066,                0.37863,                0.83778,                0.88389,                0.67538,                0.80944,                0.57042,                0.84158,                 0.3878,                0.87016,             0.00059905,             0.00059905,             0.00059905
                     83,                0.72293,                0.38177,                0.83741,                0.84352,                0.70477,                0.81203,                0.56299,                0.84896,                0.39193,                0.87353,              0.0005941,              0.0005941,              0.0005941
                     84,                 0.7172,                0.37809,                 0.8373,                0.85812,                0.69526,                0.81078,                0.56966,                0.83851,                0.38867,                0.86972,             0.00058915,             0.00058915,             0.00058915
                     85,                0.71742,                0.38023,                0.83804,                0.85973,                0.69643,                0.81251,                0.57009,                0.84036,                0.39018,                0.86859,              0.0005842,              0.0005842,              0.0005842
                     86,                0.71366,                0.37705,                0.83671,                 0.8616,                0.69702,                0.81258,                0.57059,                0.84418,                0.39237,                 0.8684,             0.00057925,             0.00057925,             0.00057925
                     87,                0.71774,                0.37945,                0.83871,                0.85338,                0.70098,                0.81336,                0.56966,                0.83938,                0.39102,                0.86433,              0.0005743,              0.0005743,              0.0005743
                     88,                0.70651,                0.37421,                 0.8352,                 0.8485,                0.70177,                0.81244,                0.56794,                0.84255,                0.39314,                0.86907,             0.00056935,             0.00056935,             0.00056935
                     89,                0.70741,                  0.371,                0.83504,                0.87523,                0.68172,                0.80843,                0.56438,                0.84384,                0.39115,                0.86848,              0.0005644,              0.0005644,              0.0005644
                     90,                0.70323,                 0.3731,                 0.8358,                0.88806,                0.67865,                0.81285,                0.56929,                0.84208,                0.38989,                0.86678,             0.00055945,             0.00055945,             0.00055945
                     91,                0.70602,                0.37185,                0.83428,                 0.9049,                0.66926,                0.81379,                0.57117,                0.83447,                0.38703,                0.86685,              0.0005545,              0.0005545,              0.0005545
                     92,                 0.7035,                0.37211,                0.83643,                 0.8886,                 0.6871,                0.81479,                 0.5722,                0.83791,                0.38825,                0.86802,             0.00054955,             0.00054955,             0.00054955
                     93,                0.70201,                0.37145,                0.83466,                0.86923,                0.68386,                0.80845,                0.56419,                0.84959,                0.39331,                0.87069,              0.0005446,              0.0005446,              0.0005446
                     94,                0.70349,                0.36913,                0.83489,                0.88659,                0.67974,                0.81051,                0.57385,                 0.8356,                0.38712,                0.86554,             0.00053965,             0.00053965,             0.00053965
                     95,                 0.6999,                0.36899,                0.83504,                0.89766,                0.68425,                0.81598,                0.57442,                0.83537,                0.38603,                0.86781,              0.0005347,              0.0005347,              0.0005347
                     96,                0.69409,                0.36823,                  0.834,                0.89041,                0.68901,                 0.8143,                0.57635,                0.82853,                 0.3842,                0.86791,             0.00052975,             0.00052975,             0.00052975
                     97,                0.69978,                 0.3692,                0.83509,                0.87978,                0.69012,                0.81492,                0.57668,                0.82921,                0.38387,                0.86737,              0.0005248,              0.0005248,              0.0005248
                     98,                0.68709,                0.36443,                 0.8312,                0.89677,                0.68109,                0.81679,                0.57655,                0.82907,                0.38545,                 0.8644,             0.00051985,             0.00051985,             0.00051985
                     99,                0.69695,                0.36698,                0.83174,                0.90735,                0.67533,                0.81441,                0.57531,                0.83072,                0.38393,                0.86541,              0.0005149,              0.0005149,              0.0005149
                    100,                0.70136,                 0.3706,                0.83563,                0.86031,                0.69179,                0.80939,                0.57329,                0.83156,                0.38272,                 0.8662,             0.00050995,             0.00050995,             0.00050995
                    101,                0.69989,                0.36958,                0.83347,                0.88109,                0.68184,                0.81167,                0.57535,                0.82884,                0.38294,                0.86547,               0.000505,               0.000505,               0.000505
                    102,                0.70318,                0.37046,                0.83324,                0.87418,                0.68689,                0.81189,                0.57173,                0.83055,                0.38293,                0.86452,             0.00050005,             0.00050005,             0.00050005
                    103,                0.68694,                0.36275,                0.83194,                0.85581,                0.70738,                0.81879,                0.57942,                0.81885,                0.38252,                 0.8645,              0.0004951,              0.0004951,              0.0004951
                    104,                0.67618,                0.35738,                0.82889,                0.86367,                0.70267,                0.81791,                0.57665,                0.83263,                0.38253,                 0.8663,             0.00049015,             0.00049015,             0.00049015
                    105,                 0.6908,                 0.3633,                0.83397,                0.87777,                0.69678,                 0.8169,                0.58361,                0.81948,                0.38343,                 0.8639,              0.0004852,              0.0004852,              0.0004852
                    106,                0.69985,                0.36918,                0.83403,                0.86404,                0.70845,                0.81993,                 0.5829,                0.82284,                0.37975,                0.86345,             0.00048025,             0.00048025,             0.00048025
                    107,                0.67527,                 0.3589,                0.83077,                0.88348,                  0.685,                0.81501,                0.57968,                0.82236,                0.38174,                0.86424,              0.0004753,              0.0004753,              0.0004753
                    108,                0.68544,                0.36261,                0.83169,                0.86746,                0.69857,                0.81628,                0.58285,                0.81743,                0.38075,                0.86188,             0.00047035,             0.00047035,             0.00047035
                    109,                0.69254,                0.36563,                0.83281,                0.88328,                0.68989,                0.81731,                0.58028,                0.82375,                0.38113,                0.86366,              0.0004654,              0.0004654,              0.0004654
                    110,                0.68307,                0.36155,                0.83291,                0.87949,                0.68563,                0.81408,                 0.5802,                0.82681,                0.38099,                0.86531,             0.00046045,             0.00046045,             0.00046045
                    111,                0.68856,                0.36346,                0.83239,                0.87319,                0.69097,                0.81577,                0.57881,                0.82359,                0.37895,                0.86546,              0.0004555,              0.0004555,              0.0004555
                    112,                0.68179,                 0.3599,                0.83112,                0.86489,                0.70248,                0.81838,                0.58402,                0.81786,                 0.3786,                0.86288,             0.00045055,             0.00045055,             0.00045055
                    113,                0.67214,                0.35448,                0.82877,                0.85825,                0.69604,                0.81245,                0.58284,                0.82167,                0.38063,                0.86539,              0.0004456,              0.0004456,              0.0004456
                    114,                 0.6657,                0.35203,                0.82899,                0.86644,                0.70087,                0.81696,                0.58633,                0.81621,                0.37523,                0.86449,             0.00044065,             0.00044065,             0.00044065
                    115,                0.67409,                0.35585,                0.82934,                0.87999,                0.68953,                0.81503,                0.58584,                 0.8181,                0.37621,                0.86394,              0.0004357,              0.0004357,              0.0004357
                    116,                0.67774,                0.35853,                 0.8298,                0.89513,                0.67918,                0.81271,                0.58403,                0.81752,                0.37556,                0.86371,             0.00043075,             0.00043075,             0.00043075
                    117,                0.66569,                0.35222,                0.82889,                   0.89,                 0.6846,                0.81454,                0.58229,                0.81679,                0.37596,                0.86302,              0.0004258,              0.0004258,              0.0004258
                    118,                0.67608,                0.35748,                0.82997,                0.85583,                0.70477,                0.81705,                 0.5847,                 0.8147,                0.37652,                0.86432,             0.00042085,             0.00042085,             0.00042085
                    119,                0.66955,                0.35506,                0.82881,                0.86727,                0.69994,                0.81853,                0.58518,                0.81793,                0.37608,                0.86265,              0.0004159,              0.0004159,              0.0004159
                    120,                0.67449,                0.35592,                0.82972,                0.88939,                0.68463,                0.81357,                0.58188,                 0.8139,                0.37668,                0.86104,             0.00041095,             0.00041095,             0.00041095
                    121,                0.66646,                0.35215,                0.82746,                0.89805,                0.68692,                0.81598,                 0.5838,                0.81402,                  0.374,                0.86053,               0.000406,               0.000406,               0.000406
                    122,                0.65951,                0.34894,                0.82677,                0.88012,                0.69197,                0.81669,                0.58392,                0.81499,                0.37528,                0.86084,             0.00040105,             0.00040105,             0.00040105
                    123,                0.67782,                0.35612,                0.82969,                0.87443,                0.69497,                0.81712,                0.58494,                0.81091,                0.37421,                0.85881,              0.0003961,              0.0003961,              0.0003961
                    124,                0.66701,                0.35347,                0.82819,                0.88246,                0.68918,                 0.8174,                0.58435,                0.81805,                 0.3746,                 0.8596,             0.00039115,             0.00039115,             0.00039115
                    125,                0.67709,                0.35804,                0.83145,                 0.8992,                0.68584,                0.81922,                0.58864,                0.81165,                0.37138,                0.85931,              0.0003862,              0.0003862,              0.0003862
                    126,                0.67049,                 0.3541,                0.82805,                0.89984,                 0.6787,                0.81763,                0.58493,                0.81581,                0.37408,                0.86188,             0.00038125,             0.00038125,             0.00038125
                    127,                0.66659,                0.35244,                0.82973,                0.87809,                0.70238,                0.82035,                0.58804,                0.81164,                0.37075,                0.86323,              0.0003763,              0.0003763,              0.0003763
                    128,                0.65649,                0.34747,                0.82626,                0.88492,                0.68784,                0.81628,                 0.5868,                0.81535,                0.37252,                0.86193,             0.00037135,             0.00037135,             0.00037135
                    129,                0.66493,                0.35146,                0.82816,                0.88436,                 0.6928,                0.81686,                0.58921,                0.80911,                0.37126,                0.86016,              0.0003664,              0.0003664,              0.0003664
                    130,                0.66112,                0.35081,                0.82894,                0.89609,                 0.6895,                0.81979,                0.58669,                0.81113,                0.37081,                0.85923,             0.00036145,             0.00036145,             0.00036145
